"Código do Produto","Código do Tipo","Código da Apresentação","Código do Sabor","Valor da Caixa"
"LC.C03.0122-3","LC","C03","0122-3",99.54
"LC.C03.0123-2","LC","C03","0123-2",104.95
"LC.C03.0124-1","LC","C03","0124-1",109.33
"LC.C03.0125-0","LC","C03","0125-0",114.03
"LC.C03.0126-8","LC","C03","0126-8",43.79
"LC.C03.0127-7","LC","C03","0127-7",56.08
"LC.C03.0128-6","LC","C03","0128-6",43.36
"LC.C03.0129-5","LC","C03","0129-5",46.41
"LC.C03.0130-4","LC","C03","0130-4",87.89
"LC.C03.0131-3","LC","C03","0131-3",85.92
"LC.C03.0132-2","LC","C03","0132-2",104.37
"LC.C03.0133-1","LC","C03","0133-1",56.02
"LC.C03.0134-0","LC","C03","0134-0",86.40
"LC.C03.0135-8","LC","C03","0135-8",98.00
"LC.C03.0136-7","LC","C03","0136-7",126.91
"LC.C03.0137-6","LC","C03","0137-6",60.06
"LC.C03.0138-5","LC","C03","0138-5",51.82
"LC.C03.0139-4","LC","C03","0139-4",53.80
"LC.C03.0140-3","LC","C03","0140-3",47.12
"LC.C03.0141-2","LC","C03","0141-2",117.70
"LC.C03.0142-1","LC","C03","0142-1",128.00
"LC.C03.0143-0","LC","C03","0143-0",41.52
"LC.C03.0144-8","LC","C03","0144-8",117.33
"LC.C03.0145-7","LC","C03","0145-7",113.28
"LC.C03.0146-6","LC","C03","0146-6",68.39
"LC.C03.0147-5","LC","C03","0147-5",112.21
"LC.C03.0148-4","LC","C03","0148-4",75.91
"LC.C03.0149-3","LC","C03","0149-3",99.02
"LC.C03.0150-2","LC","C03","0150-2",35.55
"LC.C03.0151-1","LC","C03","0151-1",72.07
"LC.C03.0152-0","LC","C03","0152-0",86.16
"LC.C03.0153-8","LC","C03","0153-8",103.53
"LC.C03.0154-7","LC","C03","0154-7",123.84
"LC.C03.0155-6","LC","C03","0155-6",52.91
"LC.C03.0156-5","LC","C03","0156-5",55.62
"LC.C03.0157-4","LC","C03","0157-4",80.65
"LC.C03.0158-3","LC","C03","0158-3",53.44
"LC.C03.0159-2","LC","C03","0159-2",59.13
"LC.C03.0160-1","LC","C03","0160-1",46.42
"LC.C03.0161-0","LC","C03","0161-0",83.89
"LC.C03.0162-8","LC","C03","0162-8",124.51
"LC.C03.0163-7","LC","C03","0163-7",75.15
"LC.C03.0164-6","LC","C03","0164-6",125.84
"LC.C03.0165-5","LC","C03","0165-5",38.42
"LC.C03.0166-4","LC","C03","0166-4",78.39
"LC.C03.0167-3","LC","C03","0167-3",125.99
"LC.C03.0168-2","LC","C03","0168-2",64.84
"LC.C03.0169-1","LC","C03","0169-1",40.43
"LC.C03.0170-0","LC","C03","0170-0",113.69
"LC.C03.0171-8","LC","C03","0171-8",123.08
"LC.C03.0172-7","LC","C03","0172-7",127.99
"LC.C03.0173-6","LC","C03","0173-6",97.15
"LC.C03.0174-5","LC","C03","0174-5",77.68
"LC.C03.0175-4","LC","C03","0175-4",125.57
"LC.C03.0176-3","LC","C03","0176-3",37.90
"LC.C03.0177-2","LC","C03","0177-2",43.63
"LC.C03.0178-1","LC","C03","0178-1",36.54
"LC.C03.0179-0","LC","C03","0179-0",118.72
"LC.C03.0180-8","LC","C03","0180-8",49.73
"LC.C03.0181-7","LC","C03","0181-7",69.77
"LC.C03.0182-6","LC","C03","0182-6",109.69
"LC.C03.0183-5","LC","C03","0183-5",123.02
"LC.C03.0184-4","LC","C03","0184-4",103.70
"LC.C03.0185-3","LC","C03","0185-3",102.02
"LC.C03.0186-2","LC","C03","0186-2",48.74
"LC.C03.0187-1","LC","C03","0187-1",64.77
"LC.C03.0188-0","LC","C03","0188-0",68.04
"LC.C03.0189-8","LC","C03","0189-8",76.94
"LC.C03.0190-7","LC","C03","0190-7",97.54
"LC.C03.0191-6","LC","C03","0191-6",123.36
"LC.C03.0192-5","LC","C03","0192-5",61.44
"LC.C03.0193-4","LC","C03","0193-4",121.62
"LC.C03.0194-3","LC","C03","0194-3",112.90
"LC.C03.0195-2","LC","C03","0195-2",82.75
"LC.C03.0196-1","LC","C03","0196-1",73.65
"LC.C03.0197-0","LC","C03","0197-0",118.03
"LC.C04.0001-7","LC","C04","0001-7",123.69
"LC.C04.0002-6","LC","C04","0002-6",127.73
"LC.C04.0003-5","LC","C04","0003-5",44.02
"LC.C04.0004-4","LC","C04","0004-4",113.52
"LC.C04.0005-3","LC","C04","0005-3",68.05
"LC.C04.0006-2","LC","C04","0006-2",45.92
"LC.C04.0007-1","LC","C04","0007-1",98.77
"LC.C04.0008-0","LC","C04","0008-0",46.76
"LC.C04.0009-8","LC","C04","0009-8",47.44
"LC.C04.0010-7","LC","C04","0010-7",42.48
"LC.C04.0011-6","LC","C04","0011-6",41.87
"LC.C04.0012-5","LC","C04","0012-5",73.70
"LC.C04.0013-4","LC","C04","0013-4",62.45
"LC.C04.0014-3","LC","C04","0014-3",119.61
"LC.C04.0015-2","LC","C04","0015-2",86.45
"LC.C04.0016-1","LC","C04","0016-1",51.89
"LC.C04.0017-0","LC","C04","0017-0",116.30
"LC.C04.0018-8","LC","C04","0018-8",108.13
"LC.C04.0019-7","LC","C04","0019-7",48.94
"LC.C04.0020-6","LC","C04","0020-6",68.42
"LC.C04.0021-5","LC","C04","0021-5",70.75
"LC.C04.0022-4","LC","C04","0022-4",56.40
"LC.C04.0023-3","LC","C04","0023-3",68.78
"LC.C04.0024-2","LC","C04","0024-2",92.07
"LC.C04.0025-1","LC","C04","0025-1",65.50
"LC.C04.0026-0","LC","C04","0026-0",108.99
"LC.C04.0027-8","LC","C04","0027-8",81.97
"LC.C04.0028-7","LC","C04","0028-7",120.68
"LC.C04.0029-6","LC","C04","0029-6",44.41
"LC.C04.0030-5","LC","C04","0030-5",63.47
"LC.C04.0031-4","LC","C04","0031-4",77.90
"LC.C04.0032-3","LC","C04","0032-3",71.53
"LC.C04.0033-2","LC","C04","0033-2",69.78
"LC.C04.0034-1","LC","C04","0034-1",85.59
"LC.C04.0035-0","LC","C04","0035-0",81.59
"LC.C04.0036-8","LC","C04","0036-8",93.76
"LC.C04.0037-7","LC","C04","0037-7",118.39
"LC.C04.0038-6","LC","C04","0038-6",104.84
"LC.C04.0039-5","LC","C04","0039-5",104.70
"LC.C04.0040-4","LC","C04","0040-4",35.58
"LC.C04.0041-3","LC","C04","0041-3",63.11
"LC.C04.0042-2","LC","C04","0042-2",36.64
"LC.C04.0043-1","LC","C04","0043-1",58.42
"LC.C04.0044-0","LC","C04","0044-0",90.33
"LC.C04.0045-8","LC","C04","0045-8",96.33
"LC.C04.0046-7","LC","C04","0046-7",62.27
"LC.C04.0047-6","LC","C04","0047-6",120.44
"LC.C04.0048-5","LC","C04","0048-5",108.33
"LC.C04.0049-4","LC","C04","0049-4",86.21
"LC.C04.0050-3","LC","C04","0050-3",90.58
"LC.C04.0051-2","LC","C04","0051-2",90.89
"LC.C04.0052-1","LC","C04","0052-1",104.30
"LC.C04.0053-0","LC","C04","0053-0",79.34
"LC.C04.0054-8","LC","C04","0054-8",118.26
"LC.C04.0055-7","LC","C04","0055-7",41.89
"LC.C04.0056-6","LC","C04","0056-6",107.01
"LC.C04.0057-5","LC","C04","0057-5",108.32
"LC.C04.0058-4","LC","C04","0058-4",123.26
"LC.C04.0059-3","LC","C04","0059-3",102.24
"LC.C04.0060-2","LC","C04","0060-2",110.79
"LC.C04.0061-1","LC","C04","0061-1",94.59
"LC.C04.0062-0","LC","C04","0062-0",90.73
"LC.C04.0063-8","LC","C04","0063-8",123.43
"LC.C04.0064-7","LC","C04","0064-7",73.14
"LC.C04.0065-6","LC","C04","0065-6",68.78
"LC.C04.0066-5","LC","C04","0066-5",44.44
"LC.C04.0067-4","LC","C04","0067-4",34.72
"LC.C04.0068-3","LC","C04","0068-3",37.87
"LC.C04.0069-2","LC","C04","0069-2",89.74
"LC.C04.0070-1","LC","C04","0070-1",37.46
"LC.C04.0071-0","LC","C04","0071-0",69.25
"LC.C04.0072-8","LC","C04","0072-8",70.64
"LC.C04.0073-7","LC","C04","0073-7",41.68
"LC.C04.0074-6","LC","C04","0074-6",37.97
"LC.C04.0075-5","LC","C04","0075-5",91.64
"LC.C04.0076-4","LC","C04","0076-4",63.60
"LC.C04.0077-3","LC","C04","0077-3",124.78
"LC.C04.0078-2","LC","C04","0078-2",70.22
"LC.C04.0079-1","LC","C04","0079-1",102.86
"LC.C04.0080-0","LC","C04","0080-0",93.38
"LC.C04.0081-8","LC","C04","0081-8",71.83
"LC.C04.0082-7","LC","C04","0082-7",80.81
"LC.C04.0083-6","LC","C04","0083-6",91.08
"LC.C04.0084-5","LC","C04","0084-5",60.38
"LC.C04.0085-4","LC","C04","0085-4",50.92
"LC.C04.0086-3","LC","C04","0086-3",47.30
"LC.C04.0087-2","LC","C04","0087-2",110.07
"LC.C04.0088-1","LC","C04","0088-1",83.92
"LC.C04.0089-0","LC","C04","0089-0",57.20
"LC.C04.0090-8","LC","C04","0090-8",104.49
"LC.C04.0091-7","LC","C04","0091-7",38.50
"LC.C04.0092-6","LC","C04","0092-6",77.84
"LC.C04.0093-5","LC","C04","0093-5",49.22
"LC.C04.0094-4","LC","C04","0094-4",37.62
"LC.C04.0095-3","LC","C04","0095-3",54.71
"LC.C04.0096-2","LC","C04","0096-2",118.20
"LC.C04.0097-1","LC","C04","0097-1",96.93
"LC.C04.0098-0","LC","C04","0098-0",114.28
"LC.C04.0099-8","LC","C04","0099-8",63.41
"LC.C04.0100-7","LC","C04","0100-7",95.98
"LC.C04.0101-6","LC","C04","0101-6",84.58
"LC.C04.0102-5","LC","C04","0102-5",36.33
"LC.C04.0103-4","LC","C04","0103-4",40.10
"LC.C04.0104-3","LC","C04","0104-3",116.08
"LC.C04.0105-2","LC","C04","0105-2",76.24
"LC.C04.0106-1","LC","C04","0106-1",124.37
"LC.C04.0107-0","LC","C04","0107-0",100.14
"LC.C04.0108-8","LC","C04","0108-8",50.01
"LC.C04.0109-7","LC","C04","0109-7",101.48
"LC.C04.0110-6","LC","C04","0110-6",106.19
"LC.C04.0111-5","LC","C04","0111-5",119.38
"LC.C04.0112-4","LC","C04","0112-4",112.62
"LC.C04.0113-3","LC","C04","0113-3",94.41
"LC.C04.0114-2","LC","C04","0114-2",52.77
"LC.C04.0115-1","LC","C04","0115-1",108.94
"LC.C04.0116-0","LC","C04","0116-0",74.61
"LC.C04.0117-8","LC","C04","0117-8",46.56
"LC.C04.0118-7","LC","C04","0118-7",110.72
"LC.C04.0119-6","LC","C04","0119-6",100.56
"LC.C04.0120-5","LC","C04","0120-5",109.31
"LC.C04.0121-4","LC","C04","0121-4",100.96
"LC.C04.0122-3","LC","C04","0122-3",99.54
"LC.C04.0123-2","LC","C04","0123-2",104.95
"LC.C04.0124-1","LC","C04","0124-1",109.33
"LC.C04.0125-0","LC","C04","0125-0",114.03
"LC.C04.0126-8","LC","C04","0126-8",43.79
"LC.C04.0127-7","LC","C04","0127-7",56.08
"LC.C04.0128-6","LC","C04","0128-6",43.36
"LC.C04.0129-5","LC","C04","0129-5",46.41
"LC.C04.0130-4","LC","C04","0130-4",87.89
"LC.C04.0131-3","LC","C04","0131-3",85.92
"LC.C04.0132-2","LC","C04","0132-2",104.37
"LC.C04.0133-1","LC","C04","0133-1",56.02
"LC.C04.0134-0","LC","C04","0134-0",86.40
"LC.C04.0135-8","LC","C04","0135-8",98.00
"LC.C04.0136-7","LC","C04","0136-7",126.91
"LC.C04.0137-6","LC","C04","0137-6",60.06
"LC.C04.0138-5","LC","C04","0138-5",51.82
"LC.C04.0139-4","LC","C04","0139-4",53.80
"LC.C04.0140-3","LC","C04","0140-3",47.12
"LC.C04.0141-2","LC","C04","0141-2",117.70
"LC.C04.0142-1","LC","C04","0142-1",128.00
"LC.C04.0143-0","LC","C04","0143-0",41.52
"LC.C04.0144-8","LC","C04","0144-8",117.33
"LC.C04.0145-7","LC","C04","0145-7",113.28
"LC.C04.0146-6","LC","C04","0146-6",68.39
"LC.C04.0147-5","LC","C04","0147-5",112.21
"LC.C04.0148-4","LC","C04","0148-4",75.91
"LC.C04.0149-3","LC","C04","0149-3",99.02
"LC.C04.0150-2","LC","C04","0150-2",35.55
"LC.C04.0151-1","LC","C04","0151-1",72.07
"LC.C04.0152-0","LC","C04","0152-0",86.16
"LC.C04.0153-8","LC","C04","0153-8",103.53
"LC.C04.0154-7","LC","C04","0154-7",123.84
"LC.C04.0155-6","LC","C04","0155-6",52.91
"LC.C04.0156-5","LC","C04","0156-5",55.62
"LC.C04.0157-4","LC","C04","0157-4",80.65
"LC.C04.0158-3","LC","C04","0158-3",53.44
"LC.C04.0159-2","LC","C04","0159-2",59.13
"LC.C04.0160-1","LC","C04","0160-1",46.42
"LC.C04.0161-0","LC","C04","0161-0",83.89
"LC.C04.0162-8","LC","C04","0162-8",124.51
"LC.C04.0163-7","LC","C04","0163-7",75.15
"LC.C04.0164-6","LC","C04","0164-6",125.84
"LC.C04.0165-5","LC","C04","0165-5",38.42
"LC.C04.0166-4","LC","C04","0166-4",78.39
"LC.C04.0167-3","LC","C04","0167-3",125.99
"LC.C04.0168-2","LC","C04","0168-2",64.84
"LC.C04.0169-1","LC","C04","0169-1",40.43
"LC.C04.0170-0","LC","C04","0170-0",113.69
"LC.C04.0171-8","LC","C04","0171-8",123.08
"LC.C04.0172-7","LC","C04","0172-7",127.99
"LC.C04.0173-6","LC","C04","0173-6",97.15
"LC.C04.0174-5","LC","C04","0174-5",77.68
"LC.C04.0175-4","LC","C04","0175-4",125.57
"LC.C04.0176-3","LC","C04","0176-3",37.90
"LC.C04.0177-2","LC","C04","0177-2",43.63
"LC.C04.0178-1","LC","C04","0178-1",36.54
"LC.C04.0179-0","LC","C04","0179-0",118.72
"LC.C04.0180-8","LC","C04","0180-8",49.73
"LC.C04.0181-7","LC","C04","0181-7",69.77
"LC.C04.0182-6","LC","C04","0182-6",109.69
"LC.C04.0183-5","LC","C04","0183-5",123.02
"LC.C04.0184-4","LC","C04","0184-4",103.70
"LC.C04.0185-3","LC","C04","0185-3",102.02
"LC.C04.0186-2","LC","C04","0186-2",48.74
"LC.C04.0187-1","LC","C04","0187-1",64.77
"LC.C04.0188-0","LC","C04","0188-0",68.04
"LC.C04.0189-8","LC","C04","0189-8",76.94
"LC.C04.0190-7","LC","C04","0190-7",97.54
"LC.C04.0191-6","LC","C04","0191-6",123.36
"LC.C04.0192-5","LC","C04","0192-5",61.44
"LC.C04.0193-4","LC","C04","0193-4",121.62
"LC.C04.0194-3","LC","C04","0194-3",112.90
"LC.C04.0195-2","LC","C04","0195-2",82.75
"LC.C04.0196-1","LC","C04","0196-1",73.65
"LC.C04.0197-0","LC","C04","0197-0",118.03
"LC.C05.0001-7","LC","C05","0001-7",124.94
"LC.C05.0002-6","LC","C05","0002-6",129.02
"LC.C05.0003-5","LC","C05","0003-5",44.46
"LC.C05.0004-4","LC","C05","0004-4",114.67
"LC.C05.0005-3","LC","C05","0005-3",68.74
"LC.C05.0006-2","LC","C05","0006-2",46.38
"LC.C05.0007-1","LC","C05","0007-1",99.77
"LC.C05.0008-0","LC","C05","0008-0",47.23
"LC.C05.0009-8","LC","C05","0009-8",47.92
"LC.C05.0010-7","LC","C05","0010-7",42.91
"LC.C05.0011-6","LC","C05","0011-6",42.29
"LC.C05.0012-5","LC","C05","0012-5",74.44
"LC.C05.0013-4","LC","C05","0013-4",63.08
"LC.C05.0014-3","LC","C05","0014-3",120.82
"LC.C05.0015-2","LC","C05","0015-2",87.32
"LC.C05.0016-1","LC","C05","0016-1",52.41
"LC.C05.0017-0","LC","C05","0017-0",117.47
"LC.C05.0018-8","LC","C05","0018-8",109.22
"LC.C05.0019-7","LC","C05","0019-7",49.43
"LC.C05.0020-6","LC","C05","0020-6",69.11
"LC.C05.0021-5","LC","C05","0021-5",71.46
"LC.C05.0022-4","LC","C05","0022-4",56.97
"LC.C05.0023-3","LC","C05","0023-3",69.47
"LC.C05.0024-2","LC","C05","0024-2",93.00
"LC.C05.0025-1","LC","C05","0025-1",66.16
"LC.C05.0026-0","LC","C05","0026-0",110.09
"LC.C05.0027-8","LC","C05","0027-8",82.80
"LC.C05.0028-7","LC","C05","0028-7",121.90
"LC.C05.0029-6","LC","C05","0029-6",44.86
"LC.C05.0030-5","LC","C05","0030-5",64.11
"LC.C05.0031-4","LC","C05","0031-4",78.69
"LC.C05.0032-3","LC","C05","0032-3",72.25
"LC.C05.0033-2","LC","C05","0033-2",70.48
"LC.C05.0034-1","LC","C05","0034-1",86.45
"LC.C05.0035-0","LC","C05","0035-0",82.41
"LC.C05.0036-8","LC","C05","0036-8",94.71
"LC.C05.0037-7","LC","C05","0037-7",119.59
"LC.C05.0038-6","LC","C05","0038-6",105.90
"LC.C05.0039-5","LC","C05","0039-5",105.76
"LC.C05.0040-4","LC","C05","0040-4",35.94
"LC.C05.0041-3","LC","C05","0041-3",63.75
"LC.C05.0042-2","LC","C05","0042-2",37.01
"LC.C05.0043-1","LC","C05","0043-1",59.01
"LC.C05.0044-0","LC","C05","0044-0",91.24
"LC.C05.0045-8","LC","C05","0045-8",97.30
"LC.C05.0046-7","LC","C05","0046-7",62.90
"LC.C05.0047-6","LC","C05","0047-6",121.66
"LC.C05.0048-5","LC","C05","0048-5",109.42
"LC.C05.0049-4","LC","C05","0049-4",87.08
"LC.C05.0050-3","LC","C05","0050-3",91.49
"LC.C05.0051-2","LC","C05","0051-2",91.81
"LC.C05.0052-1","LC","C05","0052-1",105.35
"LC.C05.0053-0","LC","C05","0053-0",80.14
"LC.C05.0054-8","LC","C05","0054-8",119.45
"LC.C05.0055-7","LC","C05","0055-7",42.31
"LC.C05.0056-6","LC","C05","0056-6",108.09
"LC.C05.0057-5","LC","C05","0057-5",109.41
"LC.C05.0058-4","LC","C05","0058-4",124.50
"LC.C05.0059-3","LC","C05","0059-3",103.27
"LC.C05.0060-2","LC","C05","0060-2",111.91
"LC.C05.0061-1","LC","C05","0061-1",95.55
"LC.C05.0062-0","LC","C05","0062-0",91.65
"LC.C05.0063-8","LC","C05","0063-8",124.68
"LC.C05.0064-7","LC","C05","0064-7",73.88
"LC.C05.0065-6","LC","C05","0065-6",69.47
"LC.C05.0066-5","LC","C05","0066-5",44.89
"LC.C05.0067-4","LC","C05","0067-4",35.07
"LC.C05.0068-3","LC","C05","0068-3",38.25
"LC.C05.0069-2","LC","C05","0069-2",90.65
"LC.C05.0070-1","LC","C05","0070-1",37.84
"LC.C05.0071-0","LC","C05","0071-0",69.95
"LC.C05.0072-8","LC","C05","0072-8",71.35
"LC.C05.0073-7","LC","C05","0073-7",42.10
"LC.C05.0074-6","LC","C05","0074-6",38.35
"LC.C05.0075-5","LC","C05","0075-5",92.57
"LC.C05.0076-4","LC","C05","0076-4",64.24
"LC.C05.0077-3","LC","C05","0077-3",126.04
"LC.C05.0078-2","LC","C05","0078-2",70.93
"LC.C05.0079-1","LC","C05","0079-1",103.90
"LC.C05.0080-0","LC","C05","0080-0",94.32
"LC.C05.0081-8","LC","C05","0081-8",72.56
"LC.C05.0082-7","LC","C05","0082-7",81.63
"LC.C05.0083-6","LC","C05","0083-6",92.00
"LC.C05.0084-5","LC","C05","0084-5",60.99
"LC.C05.0085-4","LC","C05","0085-4",51.43
"LC.C05.0086-3","LC","C05","0086-3",47.78
"LC.C05.0087-2","LC","C05","0087-2",111.18
"LC.C05.0088-1","LC","C05","0088-1",84.77
"LC.C05.0089-0","LC","C05","0089-0",57.78
"LC.C05.0090-8","LC","C05","0090-8",105.55
"LC.C05.0091-7","LC","C05","0091-7",38.89
"LC.C05.0092-6","LC","C05","0092-6",78.63
"LC.C05.0093-5","LC","C05","0093-5",49.72
"LC.C05.0094-4","LC","C05","0094-4",38.00
"LC.C05.0095-3","LC","C05","0095-3",55.26
"LC.C05.0096-2","LC","C05","0096-2",119.39
"LC.C05.0097-1","LC","C05","0097-1",97.91
"LC.C05.0098-0","LC","C05","0098-0",115.43
"LC.C05.0099-8","LC","C05","0099-8",64.05
"LC.C05.0100-7","LC","C05","0100-7",96.95
"LC.C05.0101-6","LC","C05","0101-6",85.43
"LC.C05.0102-5","LC","C05","0102-5",36.70
"LC.C05.0103-4","LC","C05","0103-4",40.50
"LC.C05.0104-3","LC","C05","0104-3",117.25
"LC.C05.0105-2","LC","C05","0105-2",77.01
"LC.C05.0106-1","LC","C05","0106-1",125.63
"LC.C05.0107-0","LC","C05","0107-0",101.15
"LC.C05.0108-8","LC","C05","0108-8",50.52
"LC.C05.0109-7","LC","C05","0109-7",102.50
"LC.C05.0110-6","LC","C05","0110-6",107.26
"LC.C05.0111-5","LC","C05","0111-5",120.59
"LC.C05.0112-4","LC","C05","0112-4",113.76
"LC.C05.0113-3","LC","C05","0113-3",95.36
"LC.C05.0114-2","LC","C05","0114-2",53.30
"LC.C05.0115-1","LC","C05","0115-1",110.04
"LC.C05.0116-0","LC","C05","0116-0",75.36
"LC.C05.0117-8","LC","C05","0117-8",47.03
"LC.C05.0118-7","LC","C05","0118-7",111.84
"LC.C05.0119-6","LC","C05","0119-6",101.58
"LC.C05.0120-5","LC","C05","0120-5",110.41
"LC.C05.0121-4","LC","C05","0121-4",101.98
"LC.C05.0122-3","LC","C05","0122-3",100.55
"LC.C05.0123-2","LC","C05","0123-2",106.01
"LC.C05.0124-1","LC","C05","0124-1",110.43
"LC.C05.0125-0","LC","C05","0125-0",115.18
"LC.C05.0126-8","LC","C05","0126-8",44.23
"LC.C05.0127-7","LC","C05","0127-7",56.65
"LC.C05.0128-6","LC","C05","0128-6",43.80
"LC.C05.0129-5","LC","C05","0129-5",46.88
"LC.C05.0130-4","LC","C05","0130-4",88.78
"LC.C05.0131-3","LC","C05","0131-3",86.79
"LC.C05.0132-2","LC","C05","0132-2",105.42
"LC.C05.0133-1","LC","C05","0133-1",56.59
"LC.C05.0134-0","LC","C05","0134-0",87.27
"LC.C05.0135-8","LC","C05","0135-8",98.99
"LC.C05.0136-7","LC","C05","0136-7",128.19
"LC.C05.0137-6","LC","C05","0137-6",60.67
"LC.C05.0138-5","LC","C05","0138-5",52.34
"LC.C05.0139-4","LC","C05","0139-4",54.34
"LC.C05.0140-3","LC","C05","0140-3",47.60
"LC.C05.0141-2","LC","C05","0141-2",118.89
"LC.C05.0142-1","LC","C05","0142-1",129.29
"LC.C05.0143-0","LC","C05","0143-0",41.94
"LC.C05.0144-8","LC","C05","0144-8",118.52
"LC.C05.0145-7","LC","C05","0145-7",114.42
"LC.C05.0146-6","LC","C05","0146-6",69.08
"LC.C05.0147-5","LC","C05","0147-5",113.34
"LC.C05.0148-4","LC","C05","0148-4",76.68
"LC.C05.0149-3","LC","C05","0149-3",100.02
"LC.C05.0150-2","LC","C05","0150-2",35.91
"LC.C05.0151-1","LC","C05","0151-1",72.80
"LC.C05.0152-0","LC","C05","0152-0",87.03
"LC.C05.0153-8","LC","C05","0153-8",104.58
"LC.C05.0154-7","LC","C05","0154-7",125.09
"LC.C05.0155-6","LC","C05","0155-6",53.44
"LC.C05.0156-5","LC","C05","0156-5",56.18
"LC.C05.0157-4","LC","C05","0157-4",81.46
"LC.C05.0158-3","LC","C05","0158-3",53.98
"LC.C05.0159-2","LC","C05","0159-2",59.73
"LC.C05.0160-1","LC","C05","0160-1",46.89
"LC.C05.0161-0","LC","C05","0161-0",84.74
"LC.C05.0162-8","LC","C05","0162-8",125.77
"LC.C05.0163-7","LC","C05","0163-7",75.91
"LC.C05.0164-6","LC","C05","0164-6",127.11
"LC.C05.0165-5","LC","C05","0165-5",38.81
"LC.C05.0166-4","LC","C05","0166-4",79.18
"LC.C05.0167-3","LC","C05","0167-3",127.26
"LC.C05.0168-2","LC","C05","0168-2",65.50
"LC.C05.0169-1","LC","C05","0169-1",40.84
"LC.C05.0170-0","LC","C05","0170-0",114.84
"LC.C05.0171-8","LC","C05","0171-8",124.32
"LC.C05.0172-7","LC","C05","0172-7",129.28
"LC.C05.0173-6","LC","C05","0173-6",98.13
"LC.C05.0174-5","LC","C05","0174-5",78.46
"LC.C05.0175-4","LC","C05","0175-4",126.84
"LC.C05.0176-3","LC","C05","0176-3",38.28
"LC.C05.0177-2","LC","C05","0177-2",44.07
"LC.C05.0178-1","LC","C05","0178-1",36.91
"LC.C05.0179-0","LC","C05","0179-0",119.92
"LC.C05.0180-8","LC","C05","0180-8",50.23
"LC.C05.0181-7","LC","C05","0181-7",70.47
"LC.C05.0182-6","LC","C05","0182-6",110.80
"LC.C05.0183-5","LC","C05","0183-5",124.26
"LC.C05.0184-4","LC","C05","0184-4",104.75
"LC.C05.0185-3","LC","C05","0185-3",103.05
"LC.C05.0186-2","LC","C05","0186-2",49.23
"LC.C05.0187-1","LC","C05","0187-1",65.42
"LC.C05.0188-0","LC","C05","0188-0",68.73
"LC.C05.0189-8","LC","C05","0189-8",77.72
"LC.C05.0190-7","LC","C05","0190-7",98.53
"LC.C05.0191-6","LC","C05","0191-6",124.61
"LC.C05.0192-5","LC","C05","0192-5",62.06
"LC.C05.0193-4","LC","C05","0193-4",122.85
"LC.C05.0194-3","LC","C05","0194-3",114.04
"LC.C05.0195-2","LC","C05","0195-2",83.59
"LC.C05.0196-1","LC","C05","0196-1",74.39
"LC.C05.0197-0","LC","C05","0197-0",119.22
"LC.P01.0001-7","LC","P01","0001-7",124.94
"LC.P01.0002-6","LC","P01","0002-6",129.02
"LC.P01.0003-5","LC","P01","0003-5",44.46
"LC.P01.0004-4","LC","P01","0004-4",114.67
"LC.P01.0005-3","LC","P01","0005-3",68.74
"LC.P01.0006-2","LC","P01","0006-2",46.38
"LC.P01.0007-1","LC","P01","0007-1",99.77
"LC.P01.0008-0","LC","P01","0008-0",47.23
"LC.P01.0009-8","LC","P01","0009-8",47.92
"LC.P01.0010-7","LC","P01","0010-7",42.91
"LC.P01.0011-6","LC","P01","0011-6",42.29
"LC.P01.0012-5","LC","P01","0012-5",74.44
"LC.P01.0013-4","LC","P01","0013-4",63.08
"LC.P01.0014-3","LC","P01","0014-3",120.82
"LC.P01.0015-2","LC","P01","0015-2",87.32
"LC.P01.0016-1","LC","P01","0016-1",52.41
"LC.P01.0017-0","LC","P01","0017-0",117.47
"LC.P01.0018-8","LC","P01","0018-8",109.22
"LC.P01.0019-7","LC","P01","0019-7",49.43
"LC.P01.0020-6","LC","P01","0020-6",69.11
"LC.P01.0021-5","LC","P01","0021-5",71.46
"LC.P01.0022-4","LC","P01","0022-4",56.97
"LC.P01.0023-3","LC","P01","0023-3",69.47
"LC.P01.0024-2","LC","P01","0024-2",93.00
"LC.P01.0025-1","LC","P01","0025-1",66.16
"LC.P01.0026-0","LC","P01","0026-0",110.09
"LC.P01.0027-8","LC","P01","0027-8",82.80
"LC.P01.0028-7","LC","P01","0028-7",121.90
"LC.P01.0029-6","LC","P01","0029-6",44.86
"LC.P01.0030-5","LC","P01","0030-5",64.11
"LC.P01.0031-4","LC","P01","0031-4",78.69
"LC.P01.0032-3","LC","P01","0032-3",72.25
"LC.P01.0033-2","LC","P01","0033-2",70.48
"LC.P01.0034-1","LC","P01","0034-1",86.45
"LC.P01.0035-0","LC","P01","0035-0",82.41
"LC.P01.0036-8","LC","P01","0036-8",94.71
"LC.P01.0037-7","LC","P01","0037-7",119.59
"LC.P01.0038-6","LC","P01","0038-6",105.90
"LC.P01.0039-5","LC","P01","0039-5",105.76
"LC.P01.0040-4","LC","P01","0040-4",35.94
"LC.P01.0041-3","LC","P01","0041-3",63.75
"LC.P01.0042-2","LC","P01","0042-2",37.01
"LC.P01.0043-1","LC","P01","0043-1",59.01
"LC.P01.0044-0","LC","P01","0044-0",91.24
"LC.P01.0045-8","LC","P01","0045-8",97.30
"LC.P01.0046-7","LC","P01","0046-7",62.90
