"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"000535","V1230",01/10/2017,"2046","3547700","1"
"000536","V1110",01/10/2017,"1682","2408706","1"
"000537","V1040",01/10/2017,"4040","4320206","1"
"000538","V1200",01/10/2017,"8961","3305604","1"
"000539","V1240",01/10/2017,"4642","2604403","4"
"000540","V1210",01/10/2017,"4980","2304350","4"
"000541","V1270",01/10/2017,"3794","3149150","4"
"000542","V1100",01/10/2017,"8803","3171709","4"
"000543","V1250",01/10/2017,"8803","3203346","2"
"000544","V1120",01/10/2017,"3794","3539103","1"
"000545","V1300",01/10/2017,"5604","3130556","3"
"000546","V1090",01/10/2017,"4980","4306403","1"
"000547","V1120",01/10/2017,"6809","2510501","3"
"000548","V1300",01/10/2017,"9559","1504802","4"
"000549","V1030",01/10/2017,"4040","3503158","2"
"000550","V1080",01/10/2017,"5323","3116803","2"
"000551","V1180",01/10/2017,"4040","3155504","3"
"000552","V1060",01/10/2017,"5956","3508009","2"
"000553","V1230",01/10/2017,"5323","2906907","2"
"000554","V1090",01/10/2017,"5956","3200300","3"
"000555","V1290",01/10/2017,"4654","4307815","3"
"000556","V1010",01/10/2017,"6938","4101150","4"
"000557","V1040",01/10/2017,"5835","2614501","3"
"000558","V1120",01/10/2017,"9559","4125308","4"
"000559","V1270",01/10/2017,"4040","3139607","2"
"000560","V1240",01/10/2017,"4654","3523404","4"
"000561","V1220",01/10/2017,"8573","1702307","3"
"000562","V1140",01/10/2017,"3081","3525904","4"
"000563","V1200",01/10/2017,"1424","4115903","1"
"000564","V1050",01/10/2017,"1229","5006200","4"
"000565","V1290",01/10/2017,"4964","4113007","4"
"000566","V1270",01/10/2017,"3589","4127403","1"
"000567","V1060",01/10/2017,"1424","3147709","4"
"000568","V1150",01/10/2017,"1229","5213103","2"
"000569","V1020",01/10/2017,"4964","3538709","2"
"000570","V1080",01/10/2017,"3589","3550506","1"
"000571","V1120",01/10/2017,"5323","3159308","4"
"000572","V1140",01/10/2017,"3081","5105234","4"
"000573","V1220",01/10/2017,"8961","2902005","2"
"000574","V1190",01/11/2017,"5323","2102101","1"
"000575","V1060",01/11/2017,"9232","2112308","2"
"000576","V1060",01/11/2017,"6809","2202075","4"
"000577","V1150",01/11/2017,"8465","3302106","1"
"000578","V1140",01/11/2017,"4964","2614600","3"
"000579","V1250",01/11/2017,"3081","3537305","4"
"000580","V1050",01/11/2017,"9232","4304606","1"
"000581","V1070",01/11/2017,"8961","5212105","1"
"000582","V1120",01/11/2017,"1682","2202000","4"
"000583","V1190",01/11/2017,"1682","5003306","2"
"000584","V1190",01/11/2017,"1682","3523909","1"
"000585","V1260",01/11/2017,"8573","4312625","4"
"000586","V1070",01/11/2017,"6938","4315206","1"
"000587","V1060",01/11/2017,"2341","3124708","1"
"000588","V1050",01/11/2017,"6938","2307205","1"
"000589","V1290",01/11/2017,"6809","3549953","1"
"000590","V1010",01/11/2017,"1229","3152204","3"
"000591","V1090",01/11/2017,"2046","4308003","4"
"000592","V1290",01/11/2017,"4642","4100707","4"
"000593","V1160",01/11/2017,"9969","5205208","3"
"000594","V1120",01/11/2017,"1229","1506609","3"
"000595","V1230",01/11/2017,"4642","2914901","1"
"000596","V1200",01/11/2017,"5956","3545407","3"
"000597","V1060",01/11/2017,"6719","4118006","4"
"000598","V1030",01/11/2017,"2341","2201960","4"
"000599","V1230",01/11/2017,"6719","3544806","2"
"000600","V1080",01/11/2017,"5835","3158508","2"
"000601","V1180",01/11/2017,"8961","3123601","2"
"000602","V1220",01/11/2017,"1424","2505204","4"
"000603","V1080",01/11/2017,"3794","2111508","2"
"000604","V1100",01/11/2017,"5956","2313203","4"
"000605","V1160",01/11/2017,"9969","2404705","1"
"000606","V1200",01/11/2017,"8573","5007554","2"
"000607","V1220",01/11/2017,"4642","3134301","1"
"000608","V1200",01/11/2017,"9232","2110856","3"
"000609","V1190",01/11/2017,"9969","4315701","1"
"000610","V1060",01/11/2017,"2341","3113909","1"
"000611","V1220",01/11/2017,"4964","4205001","1"
"000612","V1140",01/11/2017,"5604","3103900","2"
"000613","V1200",01/11/2017,"1682","4100103","3"
"000614","V1220",01/11/2017,"5323","3304003","1"
"000615","V1220",01/11/2017,"6162","3148806","4"
"000616","V1260",01/11/2017,"6162","2709400","1"
"000617","V1200",01/11/2017,"9559","4215653","1"
"000618","V1250",01/11/2017,"6809","3300258","3"
"000619","V1050",01/11/2017,"2046","3153905","2"
"000620","V1130",01/11/2017,"6809","4304663","4"
"000621","V1230",01/11/2017,"5323","1101450","4"
"000622","V1020",01/11/2017,"9225","5101704","4"
"000623","V1160",01/11/2017,"1229","2206605","2"
"000624","V1140",01/11/2017,"1424","4303707","1"
"000625","V1200",01/11/2017,"9559","3103751","3"
"000626","V1130",01/11/2017,"5835","3547809","1"
"000627","V1130",01/11/2017,"4654","1506005","3"
"000628","V1210",01/11/2017,"1682","3534005","1"
"000629","V1120",01/11/2017,"8465","4124103","1"
"000630","V1230",01/11/2017,"8573","3540507","1"
"000631","V1090",01/11/2017,"6162","2900702","1"
"000632","V1100",01/11/2017,"6162","4111308","1"
"000633","V1040",01/11/2017,"9969","3137700","1"
"000634","V1060",01/11/2017,"6809","1100403","3"
"000635","V1290",01/11/2017,"9225","2516300","4"
"000636","V1240",01/11/2017,"8961","3515301","2"
"000637","V1150",01/11/2017,"6809","1701002","2"
"000638","V1030",01/11/2017,"2046","3158904","2"
"000639","V1080",01/11/2017,"4654","4211702","4"
"000640","V1280",01/11/2017,"9225","4115002","4"
"000641","V1030",01/11/2017,"6162","4307500","3"
"000642","V1180",01/12/2017,"4642","4101309","3"
"000643","V1050",01/12/2017,"4964","4120606","2"
"000644","V1020",01/12/2017,"8573","5005251","1"
"000645","V1080",01/12/2017,"9559","2407203","3"
"000646","V1190",01/12/2017,"3081","5103056","3"
"000647","V1140",01/12/2017,"6809","3557303","2"
"000648","V1090",01/12/2017,"1229","3554409","1"
"000649","V1220",01/12/2017,"3589","3536000","1"
"000650","V1290",01/12/2017,"4980","5206305","2"
"000651","V1010",01/12/2017,"6719","5208608","3"
"000652","V1190",01/12/2017,"4980","5102603","2"
"000653","V1230",01/12/2017,"9559","1506609","1"
"000654","V1120",01/12/2017,"4040","2909505","2"
"000655","V1030",01/12/2017,"8803","3132602","1"
"000656","V1150",01/12/2017,"8961","4314068","1"
"000657","V1210",01/12/2017,"8573","2206209","3"
"000658","V1150",01/12/2017,"5956","3545308","3"
"000659","V1120",01/12/2017,"5835","5106208","3"
"000660","V1210",01/12/2017,"3794","2408201","3"
"000661","V1080",01/12/2017,"4964","3202256","3"
"000662","V1030",01/12/2017,"3794","2502151","1"
"000663","V1280",01/12/2017,"8961","3507902","1"
"000664","V1200",01/12/2017,"2046","3117702","1"
"000665","V1190",01/12/2017,"1424","4108957","4"
"000666","V1040",01/12/2017,"5956","5106158","2"
"000667","V1140",01/12/2017,"5835","2514305","3"
"000668","V1040",01/12/2017,"4964","4128005","4"
"000669","V1230",01/12/2017,"4642","4310850","2"
"000670","V1230",01/12/2017,"6938","4309571","3"
"000671","V1160",01/12/2017,"6809","3545308","4"
"000672","V1150",01/12/2017,"6938","2904100","2"
"000673","V1220",01/12/2017,"8465","4318457","4"
"000674","V1260",01/12/2017,"4642","3108701","2"
"000675","V1220",01/12/2017,"1424","3171709","2"
"000676","V1120",01/12/2017,"5956","4103305","1"
"000677","V1110",01/12/2017,"4964","2209872","2"
"000678","V1050",01/12/2017,"9225","5209291","1"
"000679","V1280",01/12/2017,"8803","3143153","1"
"000680","V1070",01/12/2017,"6719","5204300","3"
"000681","V1110",01/12/2017,"8961","3144201","1"
"000682","V1270",01/12/2017,"9969","1721307","3"
"000683","V1010",01/12/2017,"4964","2705002","4"
"000684","V1150",01/12/2017,"9559","1703842","1"
"000685","V1140",01/12/2017,"8961","2700102","3"
"000686","V1260",01/12/2017,"8961","4103156","3"
"000687","V1170",01/12/2017,"8961","3502101","4"
"000688","V1170",01/12/2017,"3081","3540853","3"
"000689","V1050",01/12/2017,"3794","5212709","2"
"000690","V1010",01/12/2017,"9969","4303905","2"
"000691","V1250",01/12/2017,"4964","3203163","2"
"000692","V1200",01/12/2017,"8465","4113502","1"
"000693","V1140",01/12/2017,"6809","3548807","2"
"000694","V1230",01/12/2017,"1229","4209508","3"
"000695","V1070",01/12/2017,"2046","4103024","3"
"000696","V1230",01/12/2017,"1682","3122355","1"
"000697","V1290",01/12/2017,"3081","3540903","1"
"000698","V1030",01/12/2017,"4654","4319703","2"
"000699","V1210",01/12/2017,"8961","4110656","3"
"000700","V1070",01/12/2017,"1682","3151800","4"
"000701","V1050",01/12/2017,"6938","2922201","3"
"000702","V1010",01/12/2017,"6938","3148756","3"
"000703","V1110",01/12/2017,"2341","4115754","4"
"000704","V1170",01/12/2017,"8961","3159506","3"
"000705","V1050",01/12/2017,"2341","2402600","1"
"000706","V1280",01/12/2017,"4642","2933158","4"
"000707","V1120",01/12/2017,"9225","4103909","4"
"000708","V1280",01/12/2017,"5956","3118700","2"
"000709","V1260",01/13/2017,"5604","4306973","2"
"000710","V1040",01/13/2017,"8961","4205605","1"
"000711","V1110",01/13/2017,"5835","2406809","2"
"000712","V1240",01/13/2017,"1424","5220108","2"
"000713","V1210",01/13/2017,"5956","3506201","2"
"000714","V1170",01/13/2017,"8961","3166709","2"
"000715","V1110",01/13/2017,"3794","3201001","4"
"000716","V1020",01/13/2017,"6162","4219150","3"
"000717","V1150",01/13/2017,"8465","3532009","1"
"000718","V1090",01/13/2017,"8961","4107009","2"
"000719","V1020",01/13/2017,"2341","2701506","1"
"000720","V1140",01/13/2017,"3081","2903607","3"
"000721","V1120",01/13/2017,"1682","3510906","3"
"000722","V1020",01/13/2017,"4964","4127007","4"
"000723","V1280",01/13/2017,"8465","5105309","1"
"000724","V1200",01/13/2017,"3794","3514403","3"
"000725","V1050",01/13/2017,"6938","5222203","4"
"000726","V1150",01/13/2017,"2341","2100303","1"
"000727","V1190",01/13/2017,"1229","4128559","4"
"000728","V1140",01/13/2017,"6938","2111102","4"
"000729","V1010",01/13/2017,"8465","3136405","3"
"000730","V1170",01/13/2017,"4654","3553401","3"
"000731","V1110",01/13/2017,"1682","4117057","2"
"000732","V1190",01/13/2017,"8465","2308104","2"
"000733","V1160",01/13/2017,"8961","2410405","2"
"000734","V1140",01/13/2017,"8961","5219704","1"
"000735","V1170",01/13/2017,"8573","3510500","2"
"000736","V1290",01/13/2017,"3794","4115309","1"
"000737","V1170",01/13/2017,"5604","3147006","3"
"000738","V1270",01/13/2017,"6719","4108700","2"
"000739","V1100",01/13/2017,"4964","2104701","4"
"000740","V1110",01/13/2017,"9969","3164001","1"
"000741","V1240",01/13/2017,"5956","2210409","3"
"000742","V1220",01/13/2017,"5323","3503604","4"
"000743","V1080",01/13/2017,"4964","1718501","3"
"000744","V1020",01/13/2017,"6162","1507961","1"
"000745","V1010",01/13/2017,"5604","1718402","4"
"000746","V1190",01/13/2017,"9559","2516409","4"
"000747","V1080",01/13/2017,"4654","4122305","3"
"000748","V1270",01/13/2017,"4964","3522109","2"
"000749","V1130",01/13/2017,"8465","2111631","3"
"000750","V1190",01/13/2017,"6162","4310413","1"
"000751","V1110",01/13/2017,"3589","4107751","2"
"000752","V1160",01/13/2017,"3081","4321329","1"
"000753","V1270",01/13/2017,"6809","2915403","1"
"000754","V1080",01/13/2017,"6938","2905503","1"
"000755","V1120",01/13/2017,"5835","2516508","2"
"000756","V1200",01/13/2017,"4040","2506608","3"
"000757","V1070",01/13/2017,"9225","5107925","4"
"000758","V1290",01/13/2017,"9232","4128302","2"
"000759","V1210",01/13/2017,"5604","3114550","1"
"000760","V1070",01/13/2017,"8961","4114401","3"
"000761","V1050",01/13/2017,"4654","2102101","3"
"000762","V1110",01/13/2017,"1682","3502002","3"
"000763","V1060",01/13/2017,"1229","2608305","4"
"000764","V1010",01/13/2017,"6938","4114351","2"
"000765","V1160",01/13/2017,"3794","3304409","1"
"000766","V1110",01/13/2017,"4654","2404507","1"
"000767","V1180",01/13/2017,"6809","3158953","2"
"000768","V1010",01/13/2017,"6938","2102754","4"
"000769","V1240",01/13/2017,"4980","2506004","1"
"000770","V1180",01/13/2017,"2341","3537909","3"
"000771","V1230",01/13/2017,"4964","2917300","4"
"000772","V1200",01/13/2017,"4654","2210623","1"
"000773","V1010",01/14/2017,"4642","4115903","1"
"000774","V1010",01/14/2017,"4980","3553203","1"
"000775","V1020",01/14/2017,"9559","1505551","2"
"000776","V1150",01/14/2017,"8803","4219200","1"
"000777","V1170",01/14/2017,"6938","3171071","2"
"000778","V1290",01/14/2017,"4654","1507755","1"
"000779","V1140",01/14/2017,"8465","4312351","4"
"000780","V1210",01/14/2017,"9225","3500600","2"
"000781","V1210",01/14/2017,"8961","3165602","4"
"000782","V1070",01/14/2017,"8803","4314068","1"
"000783","V1270",01/14/2017,"8465","3554755","1"
"000784","V1190",01/14/2017,"8465","4109658","4"
"000785","V1030",01/14/2017,"5604","2106359","1"
"000786","V1010",01/14/2017,"6162","3115474","3"
"000787","V1250",01/14/2017,"6162","3163904","4"
"000788","V1150",01/14/2017,"6938","2404200","4"
"000789","V1050",01/14/2017,"1424","2110005","2"
"000790","V1210",01/14/2017,"4980","2309409","1"
"000791","V1130",01/14/2017,"1682","2611804","3"
"000792","V1210",01/14/2017,"9225","4113106","2"
"000793","V1100",01/14/2017,"1229","3524105","2"
"000794","V1180",01/14/2017,"4654","2210938","1"
"000795","V1010",01/14/2017,"8573","5219357","4"
"000796","V1060",01/14/2017,"9559","4306734","1"
"000797","V1170",01/14/2017,"9969","2304806","3"
"000798","V1060",01/14/2017,"8465","3131604","3"
"000799","V1130",01/14/2017,"9232","5106422","4"
"000800","V1010",01/14/2017,"5604","2704906","1"
"000801","V1030",01/14/2017,"3794","5213756","4"
"000802","V1030",01/14/2017,"8465","4305116","1"
"000803","V1020",01/14/2017,"4964","2101202","4"
"000804","V1250",01/14/2017,"5323","2202752","1"
"000805","V1070",01/14/2017,"5323","1703883","4"
"000806","V1210",01/14/2017,"3589","4311130","3"
"000807","V1120",01/14/2017,"2046","3526001","1"
"000808","V1200",01/14/2017,"5604","5002159","1"
"000809","V1210",01/14/2017,"4964","4214607","2"
"000810","V1140",01/14/2017,"1229","2508307","4"
"000811","V1160",01/14/2017,"4642","3532843","2"
"000812","V1020",01/14/2017,"6162","4300034","4"
"000813","V1190",01/14/2017,"1229","3504404","1"
"000814","V1250",01/14/2017,"1682","4204152","1"
"000815","V1210",01/14/2017,"1682","4126702","4"
"000816","V1040",01/14/2017,"5835","4319208","2"
"000817","V1080",01/14/2017,"1682","2111953","3"
"000818","V1030",01/14/2017,"8803","3512704","2"
"000819","V1240",01/14/2017,"1424","3139904","1"
"000820","V1220",01/14/2017,"8573","3141702","1"
"000821","V1050",01/14/2017,"2341","2705705","4"
"000822","V1010",01/14/2017,"9225","3501400","1"
"000823","V1100",01/14/2017,"1424","2400109","1"
"000824","V1210",01/14/2017,"8961","3141405","1"
"000825","V1270",01/14/2017,"6809","2903953","1"
"000826","V1140",01/14/2017,"1424","3535200","3"
"000827","V1030",01/14/2017,"2046","2512788","1"
"000828","V1220",01/14/2017,"3794","1506559","1"
"000829","V1090",01/14/2017,"9559","4200705","3"
"000830","V1040",01/14/2017,"1682","2916302","4"
"000831","V1250",01/14/2017,"6809","2310001","2"
"000832","V1170",01/14/2017,"2046","3168507","2"
"000833","V1190",01/14/2017,"5323","2102101","3"
"000834","V1280",01/14/2017,"3794","3153509","1"
"000835","V1080",01/14/2017,"8465","1504604","2"
"000836","V1210",01/14/2017,"1682","1712801","1"
"000837","V1280",01/14/2017,"8573","5107859","4"
"000838","V1290",01/14/2017,"9969","4217253","2"
"000839","V1130",01/14/2017,"9232","4310702","2"
"000840","V1050",01/14/2017,"5323","3554508","3"
"000841","V1270",01/14/2017,"6938","3103108","4"
"000842","V1200",01/14/2017,"6809","1718303","4"
"000843","V1230",01/15/2017,"2046","4313334","2"
"000844","V1260",01/15/2017,"1424","4306809","4"
"000845","V1250",01/15/2017,"4964","1504000","3"
"000846","V1290",01/15/2017,"6809","4125803","4"
"000847","V1080",01/15/2017,"9225","3125101","2"
"000848","V1220",01/15/2017,"4642","4321477","4"
"000849","V1060",01/15/2017,"3794","4121000","4"
"000850","V1290",01/15/2017,"9225","3504909","4"
"000851","V1250",01/15/2017,"8803","4102703","1"
"000852","V1150",01/15/2017,"3794","3545159","2"
"000853","V1140",01/15/2017,"6938","2933059","1"
"000854","V1130",01/15/2017,"4654","1508159","3"
"000855","V1260",01/15/2017,"5956","2909406","1"
"000856","V1290",01/15/2017,"5956","4216255","4"
"000857","V1140",01/15/2017,"2046","5005400","3"
"000858","V1220",01/15/2017,"9969","5007901","4"
"000859","V1100",01/15/2017,"9232","5106653","2"
"000860","V1210",01/15/2017,"9969","2308401","4"
"000861","V1300",01/15/2017,"6809","3132800","3"
"000862","V1090",01/15/2017,"4980","3507100","3"
"000863","V1040",01/15/2017,"9559","3520442","2"
"000864","V1030",01/15/2017,"9225","4206801","3"
"000865","V1230",01/15/2017,"4654","4306932","2"
"000866","V1210",01/15/2017,"1229","4312252","3"
"000867","V1290",01/15/2017,"3081","3518602","3"
"000868","V1140",01/15/2017,"8573","4202305","4"
"000869","V1280",01/15/2017,"2046","3133709","4"
"000870","V1110",01/15/2017,"6719","3553906","1"
"000871","V1100",01/15/2017,"9225","3303906","3"
"000872","V1040",01/15/2017,"5323","1706001","4"
"000873","V1230",01/15/2017,"6719","3122470","2"
"000874","V1180",01/15/2017,"3794","2305100","1"
"000875","V1300",01/15/2017,"3081","2302057","2"
"000876","V1120",01/15/2017,"4964","3112109","2"
"000877","V1290",01/15/2017,"5604","2205607","4"
"000878","V1250",01/15/2017,"8573","3200904","3"
"000879","V1060",01/15/2017,"9559","4210001","2"
"000880","V1060",01/15/2017,"1424","3141603","3"
"000881","V1160",01/15/2017,"6809","3544301","2"
"000882","V1200",01/15/2017,"1682","4120150","2"
"000883","V1140",01/15/2017,"2341","4319711","3"
"000884","V1280",01/15/2017,"3794","2922755","2"
"000885","V1070",01/15/2017,"4980","3535200","2"
"000886","V1050",01/15/2017,"6938","2606705","4"
"000887","V1060",01/15/2017,"1229","4216107","4"
"000888","V1130",01/15/2017,"8803","2900355","3"
"000889","V1260",01/15/2017,"2341","2500809","4"
"000890","V1220",01/15/2017,"8961","4213104","4"
"000891","V1150",01/15/2017,"1682","2807303","1"
"000892","V1240",01/15/2017,"4964","2912103","3"
"000893","V1290",01/15/2017,"4964","3554003","1"
"000894","V1240",01/15/2017,"9969","3509809","1"
"000895","V1300",01/15/2017,"4654","5220264","4"
"000896","V1060",01/15/2017,"2341","2605806","4"
"000897","V1060",01/15/2017,"4964","2106706","4"
"000898","V1190",01/15/2017,"5323","2921807","4"
"000899","V1040",01/15/2017,"4980","3503604","4"
"000900","V1020",01/15/2017,"3794","3134806","1"
"000901","V1050",01/16/2017,"5604","3130051","1"
"000902","V1260",01/16/2017,"8465","3135357","3"
"000903","V1030",01/16/2017,"8465","2613602","4"
"000904","V1110",01/16/2017,"9969","2802007","3"
"000905","V1220",01/16/2017,"4964","2307809","2"
"000906","V1270",01/16/2017,"4654","3205010","4"
"000907","V1060",01/16/2017,"9559","4304622","3"
"000908","V1220",01/16/2017,"3589","5204102","3"
"000909","V1050",01/16/2017,"1424","2704807","2"
"000910","V1030",01/16/2017,"4964","2102150","4"
"000911","V1290",01/16/2017,"2341","3535002","1"
"000912","V1240",01/16/2017,"8573","2505279","4"
"000913","V1120",01/16/2017,"3589","2112407","2"
"000914","V1120",01/16/2017,"6809","3158805","1"
"000915","V1110",01/16/2017,"3794","3168606","3"
"000916","V1280",01/16/2017,"9232","3553658","1"
